50700000000,22,959.0687195209944,975.9474464010541
51000000000,292,10745.474951835993,5302.221710501063
51300000000,394,10843.241325035993,5322.439193801058
51600000000,378,10843.733575135988,5324.063696501052
51900000000,405,10867.835751635994,5346.705569401048
52200000000,398,10875.055593206,5361.049039501054
52500000000,402,10877.039571306013,5360.898435201061
52800000000,398,10896.504144806013,5377.024557101072
53100000000,372,10886.342833896002,5376.00865910107
53400000000,361,10899.842856595995,5389.382986801068
53700000000,376,10871.538964615995,5376.075523101072
54000000000,388,10872.630846015993,5375.4984827010685
54300000000,390,10877.260404396005,5377.868279801056
54600000000,405,10875.878912395998,5377.410717001057
54900000000,398,10881.426100253995,5380.784471401058
55200000000,416,10883.380809753993,5378.063321401057
55500000000,422,10870.055412336002,5375.291022001061
55800000000,407,10868.641685236003,5374.55578730105
56100000000,366,10855.05921974599,5362.981343501039
56400000000,372,10849.497310695984,5363.661304601051
56700000000,376,10856.320450395986,5367.635625401064
57000000000,391,10840.70978854599,5364.38225550106
57300000000,399,10871.956180925996,5388.410205501064
57600000000,389,10853.052011895996,5366.381035101059
57900000000,375,10845.980270095997,5364.807243401054
58200000000,368,10850.590969346007,5367.014136501074
58500000000,412,10854.137057146005,5367.630551101076
58800000000,392,10889.214169935998,5370.286168801053
59100000000,403,10964.72298102599,5455.529523301061
59400000000,377,10965.153714325988,5446.964367801072
59700000000,335,10985.672633835991,5457.600207701064
60000000000,418,11005.707012366,5470.500946301065
60300000000,406,10993.870822756013,5467.343704201067
60600000000,415,10971.307350726001,5448.480427501073
60900000000,361,10954.769523415991,5439.475404301101
61200000000,421,10972.432858445993,5442.389652001101
61500000000,362,10974.995086195997,5440.526393201057
61800000000,395,10986.339355295999,5449.040838601067
62100000000,408,10992.481104836006,5454.177885401093
62400000000,392,10978.526958036002,5408.229755101101
62700000000,380,11218.296843076001,5695.886077101058
63000000000,387,11174.824111276015,5662.371242901049
63300000000,376,11163.271791816025,5654.27599220106
63600000000,416,11274.071702546007,5673.810728601066
63900000000,373,11262.768564405995,5671.823976501067
64200000000,395,11277.185773405996,5677.615782601062
64500000000,387,11279.34221322599,5664.191330101067
64800000000,401,11271.720295905989,5657.054178801056
65100000000,399,11293.603208705992,5668.224881401061
65400000000,399,11294.137816155988,5667.692362801061
65700000000,416,11291.299739955979,5665.542079601046
66000000000,413,11301.653267865993,5907.307398301044
66300000000,400,11305.93277056599,5908.997842301049
66600000000,396,11308.148924165991,5908.158158901047
66900000000,366,11302.139455365997,5902.488894901047
67200000000,371,11302.409686674,5907.435146301049
67500000000,369,11295.28563667401,5905.475165401053
67800000000,403,11301.755992866005,5908.616739601052
68100000000,393,11285.211516596006,5903.051967001052
68400000000,414,11296.795031396003,5907.443606901057
68700000000,390,11243.702805745992,5895.872459401059
69000000000,365,11281.653306076,5914.269286001056
69300000000,381,11272.656231705998,5904.497759601052
69600000000,386,11275.211870326017,5904.993060201047
69900000000,371,11247.562885926027,5897.719256901055
70200000000,399,11271.044301406015,5905.559895201053
70500000000,362,11262.308103726009,5899.75306960105
70800000000,420,11279.936570826007,5909.188549901054
71100000000,403,11282.52152262601,5905.40887300105
71400000000,412,11275.332345906005,5902.0692084010525
71700000000,419,11275.790360736008,5904.756870401058
72000000000,413,11269.480493646015,5901.184259401058
72300000000,401,11244.669839296004,5882.495159301071
72600000000,417,11262.723984296,5888.24666340107
72900000000,382,11251.670502106,5882.912642901053
73200000000,413,11307.672305805994,5899.0742444010475
73500000000,397,11307.050334856,5901.808352601048
73800000000,411,11308.80275485599,5900.783200601051
74100000000,405,11204.215733755984,5914.267984601065
74400000000,410,11313.593327005989,5930.661953801073
74700000000,426,11315.510189435983,5934.569684401063
75000000000,379,11303.807948405994,5930.04362430106
75300000000,389,11306.920886936014,5929.564816301059
75600000000,410,11307.638344876012,5931.11160840107
75900000000,397,11297.50388880601,5926.24682970106
76200000000,403,11287.111966036007,5926.520158101048
76500000000,415,11295.957255935993,5929.6769602010545
76800000000,395,11291.115619405995,5928.782236001058
77100000000,378,11289.47904130599,5929.720985301058
77400000000,412,11293.527818355995,5936.913002801058
77700000000,391,11274.089886005999,5931.104320801052
78000000000,392,11280.590763575992,5938.450188301057
78300000000,395,11285.15760317599,5939.05484160106
78600000000,412,11304.322650515996,5942.253235701048
78900000000,374,11291.233966066005,5933.498981601054
79200000000,391,11285.904619166,5931.475959301064
79500000000,409,11295.952223215994,5937.694865301055
79800000000,415,11317.134283365987,5950.857060701056
80100000000,409,11279.547950065988,5928.553468701054
80400000000,365,11268.49808720599,5924.328674701051
80700000000,407,11271.723304055991,5923.075701301054
81000000000,394,11273.951099855998,5926.440140001058
81300000000,405,11282.229302736008,5930.031900701062
81600000000,383,11269.501053736,5920.829415301049
81900000000,406,11271.186681905998,5920.006712001032
82200000000,387,11268.196171225993,5917.586232001048
82500000000,392,11270.629944025986,5918.940464001053
82800000000,403,11284.218971275985,5928.478179501051
83100000000,409,11280.198107486003,5930.665185801062
83400000000,410,11271.423777276,5932.397760801058
83700000000,380,11265.703165076002,5930.5971429010615
84000000000,375,11264.837233675995,5925.7532861010595
84300000000,389,11281.567350165999,5930.096190401056
84600000000,364,11354.970576666006,5942.097615801056
84900000000,376,11251.115393307993,5928.433260201056
85200000000,371,11266.178381797996,5911.73796370106
85500000000,396,11267.390586995998,5910.918956801059
85800000000,409,11291.993539845993,5916.403373301051
86100000000,412,11321.446287906003,5929.580294401051
86400000000,401,11289.432428385995,5918.015030501065
86700000000,384,11286.734527685994,5914.144065601059
87000000000,373,11286.586740905997,5909.506689501053
87300000000,389,11281.368924105982,5912.764381101049
87600000000,392,11286.644272305986,5916.39181780105
87900000000,374,11274.221747395986,5916.940106801049
88200000000,401,11293.412497585989,5922.518234101064
88500000000,397,11303.396612785988,5926.991359801064
88800000000,393,11302.933097155992,5919.255855001068
89100000000,378,11293.457440656011,5915.3043021010635
89400000000,347,11283.894712396012,5911.475576201062
89700000000,385,11307.232847396013,5918.219774801061
90000000000,377,11295.371878186,5914.004549601058
90300000000,379,11301.477666906003,5911.664837201057
90600000000,387,11315.22415090601,5912.922237101057
90900000000,392,11346.083766806008,5931.052847801055
91200000000,380,11237.037024866004,5861.80327830105
91500000000,373,11229.534439566007,5856.98429530105
91800000000,404,11253.193948504011,5865.507407601054
92100000000,407,11254.017823484017,5864.844520201052
92400000000,414,11258.592691246016,5864.546553901049
92700000000,378,11234.246086056004,5845.831257301051
93000000000,392,11243.898074636005,5923.099314001048
93300000000,396,11129.763583966018,5920.0347180010485
93600000000,375,11125.23722569601,5918.978237001059
93900000000,380,11100.365460446012,5917.450279701055
94200000000,363,11105.751609746,5919.3659000010575
94500000000,388,11111.577350966003,5920.244931901069
94800000000,390,11110.118342746011,5924.809241601069
95100000000,399,11084.47700518601,5921.458284001063
95400000000,403,11091.963335856017,5924.74692910105
95700000000,407,11090.24215498601,5922.743138501056
96000000000,413,11090.08013990601,5926.014494901059
96300000000,407,10994.633598266004,5901.707338401069
96600000000,387,10956.731865566,5881.008383301072
96900000000,407,10976.313008956002,5893.78315020106
97200000000,399,10975.428951206006,5893.4101611010565
97500000000,400,10895.362006194004,5845.203375601064
97800000000,417,10971.556353673,5884.047420401062
98100000000,406,11057.21765937299,5929.059479501057
98400000000,410,11054.285861052995,5928.073632701059
98700000000,417,11037.616964703,5919.755014901057
99000000000,418,11037.781701513,5918.840295501063
99300000000,390,11048.758379913012,5916.869611701068
99600000000,375,11047.03035641301,5916.532133201066
99900000000,415,11004.832828803012,5908.6194398010575
100200000000,423,11035.15852730301,5916.371679801059
100500000000,371,11029.050878512999,5912.0376121010595
100800000000,418,11040.704393212989,5915.507055201063
101100000000,431,11032.449224812983,5913.36032000106
101400000000,396,11029.303717513003,5909.041523001048
101700000000,396,11035.485600113003,5911.498243301041
102000000000,417,11002.390438713002,5895.189448501052
102300000000,428,11002.986299553002,5901.0230835010525
102600000000,402,11001.383636793002,5891.80152510104
102900000000,426,11016.305981333,5897.513132701043
103200000000,428,11062.550430933003,5919.556485701049
103500000000,401,11018.764720712998,5723.893554701057
103800000000,394,11012.14382077299,5723.525904201053
104100000000,427,11025.404316152995,5727.749989801049
104400000000,367,11000.783741042993,5720.72285490105
104700000000,383,11000.502826632994,5722.570567101052
105000000000,418,11012.66714208299,5739.152390301056
105300000000,395,11008.804635352999,5738.416660301063
105600000000,380,11003.007154503006,5735.5955334010605
105900000000,376,11006.995020272996,5742.722440101063
106200000000,419,11021.351869972996,5748.430397001066
106500000000,424,11029.922951442984,5754.187143801079
106800000000,420,11038.443355862992,5760.778098401079
107100000000,432,11051.131384372997,5771.840940401063
107400000000,437,11056.259560183,5773.994421401062
107700000000,412,11031.381455383002,5775.178499001066
108000000000,417,11045.934251022994,5772.0028501010665
108300000000,436,11062.090217592999,5774.570592401059
108600000000,397,11038.602384443,5763.316891701057
108900000000,364,11031.177631542994,5765.225945901062
109200000000,409,11037.293934682983,5765.1381004010655
109500000000,409,11059.12985303299,5773.593953001066
109800000000,430,11056.916772992998,5766.523533701069
110100000000,424,11069.576797193004,5769.874163001064
110400000000,403,10995.153181003003,5684.7235997010575
110700000000,395,11000.112729803,5680.195322001062
111000000000,393,10999.283375433004,5672.528659501054
111300000000,392,10993.899052552997,5673.559546101054
111600000000,398,10992.092427402997,5677.65128110106
111900000000,404,10984.253310162972,5678.644435201053
112200000000,401,11014.779807632978,5704.693895401042
112500000000,425,10970.17674513298,5689.9174911010505
112800000000,430,10966.033317472982,5700.953448901059
113100000000,436,10221.836998382003,4823.173105400012
113400000000,412,10220.384271532004,4820.046185900009
113700000000,421,10228.879893301992,4822.3915273000075
114000000000,439,10215.201086451985,4821.012408000006
114300000000,410,10214.71566118199,4819.047031800004
114600000000,410,10221.631502711987,4842.1842207000045
114900000000,414,10215.64745614199,4843.4896549000105
115200000000,401,10214.901581431988,4847.128777400013
115500000000,405,10212.135568311991,4847.0472753000095
115800000000,409,10208.077802101985,4843.192779800006
116100000000,370,10139.97800648198,4842.169133000009
116400000000,397,10138.031120731985,4838.974826000013
116700000000,400,10102.524834331996,4832.360842000014
117000000000,367,10097.418561651994,4825.695384000018
117300000000,398,10101.328849671998,4828.7331804000205
117600000000,396,10150.030493681994,4855.906007700009
117900000000,400,10131.283857591994,4836.577331999999
118200000000,361,10114.526053791997,4834.370863900002
118500000000,389,10117.959191181993,4833.909987500013
118800000000,411,10116.256609611999,4831.652787600017
119100000000,363,10066.686868692002,4813.157405900015
119400000000,380,10051.554303842004,4803.982634800011
119700000000,391,10090.614710112004,4823.756496400014
120000000000,413,10087.201894772004,4823.131846900019
120300000000,391,10068.171050891997,4815.923840900017
120600000000,348,10000.664880342003,4808.873056700016
120900000000,349,10031.998296942009,4813.733886500033
121200000000,415,10042.790274332006,4819.536101500029
121500000000,401,10022.291615152002,4810.905060100011
121800000000,389,10046.545060882007,4821.894712100015
122100000000,372,10041.093336552012,4824.634216300019
122400000000,408,10048.570077392018,4830.799732700021
122700000000,373,10045.481170192015,4824.501449000019
123000000000,413,10058.336589552011,4831.645840800021
123300000000,421,10056.594826502014,4831.185751700022
123600000000,416,10082.89169099201,4848.561422700026
123900000000,398,10079.252786592002,4872.444659900029
124200000000,412,10068.897623912007,4851.923549500026
124500000000,431,10069.410255412013,4849.9111899000145
124800000000,414,10064.611217222011,4842.861918900005
125100000000,402,10061.761143172,4841.271060300004
125400000000,398,10071.19229449201,4846.263464500004
125700000000,404,10033.237961172012,4824.578016900008
126000000000,422,10039.387910132007,4832.872494900017
126300000000,403,10003.746902782006,4821.379374100021
126600000000,387,9997.13387823201,4813.067251400018
126900000000,432,10021.185571542012,4832.18068510001
127200000000,411,10015.036262042,4829.482268500011
127500000000,394,10020.156573082004,4828.091634600014
127800000000,398,10030.401217872,4833.802745600018
128100000000,414,9980.724423042004,4803.168217600013
128400000000,396,9975.257722872002,4794.1182775000125
128700000000,372,9956.647376431993,4770.917351000019
129000000000,420,9968.624681831992,4779.39759770002
129300000000,425,10045.750441511997,4835.014661500016
129600000000,363,10007.666066971997,4815.13481500001
129900000000,379,10024.980944541994,4827.1589424000085
130200000000,388,10020.634166171993,4825.83019840001
130500000000,381,9998.458375212,4818.550432500009
130800000000,364,9980.767544861998,4805.613953200009
131100000000,369,9988.668261112005,4811.201778500001
131400000000,424,9991.441064711997,4806.628351400002
131700000000,390,9976.19957648199,4797.408115500012
132000000000,417,9965.069352266997,4762.421343300011
132300000000,410,10095.229667503012,4860.235839000008
132600000000,388,10016.684457159003,4817.519488299999
132900000000,398,10007.308754658994,4805.8237536
133200000000,370,9977.937994708996,4791.994230600008
133500000000,370,9977.230401409,4789.314714300007
133800000000,406,10032.539245849011,4805.491503499992
134100000000,400,10030.048815549004,4814.924832999994
134400000000,369,10023.012886431,4802.129886400014
134700000000,371,10024.79937000901,4795.9940161000095
135000000000,369,9472.265175843002,4444.943625500008
135300000000,392,9403.674088182994,4413.022400500011
135600000000,372,9395.752674733,4405.162316100013
135900000000,386,9396.509248923005,4332.09616350001
136200000000,394,9420.951037196006,4370.847424200013
136500000000,408,9393.793588686012,4353.7285266000035
136800000000,403,9394.787061513012,4350.862379400004
137100000000,395,9388.33002481301,4348.052322400008
137400000000,396,9384.320211813005,4344.183623400002
137700000000,381,9385.400761422994,4343.392656400005
138000000000,363,9381.544385972995,4338.54544290001
138300000000,366,9373.324767103019,4343.320514600012
138600000000,410,9385.417162103022,4348.196589800012
138900000000,363,9382.268856373004,4338.1255570000085
139200000000,394,9387.482305982996,4343.65332940001
139500000000,384,9385.146764873005,4348.274221700012
139800000000,382,9386.000202173018,4353.8320867000075
140100000000,378,9385.783699073003,4346.571488400007
140400000000,364,9366.730273263,4336.676060400011
140700000000,351,9363.055695962992,4333.461190100008
141000000000,257,9339.297713362992,4313.572880400008
